id,legalName,RoadNameAddress,AdministrativeNeighborhood
4122,육문선생,전북 군산시 동수송7길 2,수송동
4123,오봉다방,전북 군산시 상나운로 8,나운1동
4124,황태국전문먹촌,전북 군산시 구영7길 133,월명동
4125,먹보만두맛탕분식,전북 군산시 나운로 22,나운1동
4126,치킨678군산1호점,전북 군산시 신지길 10,수송동
4127,신포우리만두,전북 군산시 중앙로 152,월명동
4128,바이킹호프통닭,전북 군산시 축동1길 15-11,수송동
4129,나연이네,전북 군산시 구시장로 71-1,중앙동
4130,이레한방생오리,전북 군산시 소룡안1길 12,소룡동
4131,바로치오페밀리레스토랑,전북 군산시 나운로 13,나운2동
4132,추어탕춘향골,전북 군산시 조촌4길 83,조촌동
4133,버드나무매운탕전문,전북 군산시 하신3길 34-4,나운1동
4134,삼일로스갈비,전북 군산시 삼화길 40,신풍동
4135,청기와분식,전북 군산시 법원로 80,조촌동
4136,다인방,전북 군산시 하나운3길 20,나운1동
4137,형제식당정육점,전북 군산시 대야면 대야관통로 51,대야면
4138,로띠번군산휴게소서울방면,전북 군산시 나포면 서해안고속도로 148,나포면
4139,버킹검레스토랑,전북 군산시 조촌2길 30-4,조촌동
4140,두리분식,전북 군산시 중앙로 57,흥남동
4141,즉석빵도넛츠,전북 군산시 부곡1길 39,나운3동
4142,주리,전북 군산시 대학로 384,나운3동
4143,산타페레스토랑,전북 군산시 상지곡1길 14-6,수송동
4144,장수칡냉면,전북 군산시 공단대로 614,소룡동
4145,몬테피자,전북 군산시 백토로 233,수송동
4146,영계치킨,전북 군산시 백릉로 24,조촌동
4147,페리카나치킨,전북 군산시 대학로 186-1,신풍동
4148,군산칼국수,전북 군산시 경암로 48,경암동
4149,멋진친구들,전북 군산시 대야면 대야관통로 57,대야면
4150,미락도횟집,전북 군산시 하나운로 73,나운2동
4151,새부산로스,전북 군산시 축동로 173,삼학동
4152,예향수산,전북 군산시 비응4길 19,소룡동
4153,명산인삼숯불갈비,전북 군산시 동팔마길 13,흥남동
4154,대정칼국수,전북 군산시 구영7길 34,월명동
4155,논두렁추어탕전문,전북 군산시 삼학2길 44,삼학동
4156,갈매못,전북 군산시 문화1길 37,신풍동
4157,예담가,전북 군산시 옥구읍 옥구로 24,옥구읍
4158,장미칼국수수송직영점,전북 군산시 수송남로 20,수송동
4159,돌고래횟집,전북 군산시 문화로 17,신풍동
4160,왕포쌈밥전문,전북 군산시 하신2길 30,나운1동
4161,새집추어탕,전북 군산시 싸전길 22,중앙동
4162,비응도집,전북 군산시 중앙로 212,해신동
4163,볼테기해장국,전북 군산시 구영3길 5,월명동
4164,산수야자연석돌구이,전북 군산시 동아로 163,소룡동
4165,대청마루,전북 군산시 소룡2길 4,미성동
4166,짱구곱창,전북 군산시 공단대로 626,소룡동
4167,명동갈비뷔페,전북 군산시 중앙로 56-2,흥남동
4168,이화찹쌀순대,전북 군산시 해망로 34,경암동
4169,청솔청국장,전북 군산시 산북로 198,소룡동
4170,만수식당,전북 군산시 검다메2길 15,조촌동
4171,토종참옻닭,전북 군산시 상지곡1길 8,수송동
4172,광장식당,전북 군산시 구암3.1로 222,구암동
4173,아메리칸통닭호프,전북 군산시 하나운로 20,나운3동
4174,초원식당,전북 군산시 삼학1길 6,흥남동
4175,호남메밀막국수,전북 군산시 옥산면 대위로 117-32,옥산면
4176,은파럭키,전북 군산시 은파순환길 76,나운3동
4177,손짜장원박사,전북 군산시 번영로 126,조촌동
4178,수라상식당,전북 군산시 동지곡길 171,수송동
4179,변사또미장점,전북 군산시 문화로 208-8,수송동
4180,한국관갈비뷔페,전북 군산시 번영로 14,조촌동
4181,가야궁,전북 군산시 은파순환길 174-8,나운3동
4182,소리가있는집,전북 군산시 백토로 341,수송동
4183,대영각중화요리,전북 군산시 백토로 215,수송동
4184,하림양념통닭,전북 군산시 칠성4길 185,소룡동
4185,진미치킨,전북 군산시 회현면 회현로 180-1,회현면
4186,처갓집양념치킨흥남점,전북 군산시 팔마로 76,흥남동
4187,청화해물탕,전북 군산시 동메2길 23-3,수송동
4188,서해회센터,전북 군산시 공단대로 679,미성동
4189,까투리,전북 군산시 축동로 34,수송동
4190,선제통닭호프,전북 군산시 옥구읍 옥구로 20,옥구읍
4191,크라스플러스,전북 군산시 백토로 59,신풍동
4192,피자마을,전북 군산시 나운로 99,나운2동
4193,오늘식당,전북 군산시 임사길 70,미성동
4194,탐앤탐스군산대점,전북 군산시 대학로 533,나운3동
4195,처갓집양념치킨,전북 군산시 의료원로 163,나운3동
4196,해금다방,전북 군산시 조촌4길 22,조촌동
4197,향토식당감자탕,전북 군산시 나운안2길 11,나운2동
4198,남강반점,전북 군산시 칠성안1길 15,미성동
4199,팔미낙지한마리수제비,전북 군산시 수송안9길 23,수송동
4200,그루,전북 군산시 동수송7길 19,수송동
4201,배스킨라빈스31군산대점,전북 군산시 황룡로 9,나운3동
4202,삼일식당,전북 군산시 서흥길 25,신풍동
4203,오아시스식당,전북 군산시 자유로 139,소룡동
4204,대어회센터,전북 군산시 진포로 124,조촌동
4205,풍성식당,전북 군산시 대학로 146,신풍동
4206,청둥오리행운가든,전북 군산시 서수면 청룡로 33,서수면
4207,은파진주,전북 군산시 은파순환길 80,나운3동
4208,태양회수산,전북 군산시 옥도면 야미도4길 42-1,옥도면
4209,옛말식당,전북 군산시 서수면 항쟁로 209,서수면
4210,월드치킨,전북 군산시 서흥길 10-4,신풍동
4211,이창명의자장면시키신분,전북 군산시 부골2길 52,조촌동
4212,본죽앤비빔밥카페군산지곡점,전북 군산시 백토로 231,수송동
4213,중동고기뷔페,전북 군산시 선창3길 4,중앙동
4214,돌풍자연산아구복전문,전북 군산시 해망로 146-45,중앙동
4215,여우와솜사탕,전북 군산시 백토로 75,신풍동
4216,동일반점,전북 군산시 구암3.1로 189,구암동
4217,계양동태탕군산점,전북 군산시 가도로 201,소룡동
4218,예림가,전북 군산시 수송7길 23,수송동
4219,챤스,전북 군산시 의료원로 137,나운3동
4220,보물창고,전북 군산시 나운안2길 5-4,나운2동
4221,전통매운탕,전북 군산시 동메1길 10,수송동
4222,강촌마을,전북 군산시 성산면 철새로 90,성산면
4223,천년후애,전북 군산시 미제길 42-5,나운3동
4224,뮤직포유커피숍,전북 군산시 문화로 31,신풍동
4225,부산식당,전북 군산시 해망로 156,중앙동
4226,종가네왕족발보쌈,전북 군산시 구영6길 134-6,월명동
4227,유원목살촌,전북 군산시 부곡1길 45,나운3동
4228,정문부대찌개,전북 군산시 옥서면 신장원길 23-1,옥서면
4229,돌바베큐치킨,전북 군산시 나운로 56,나운1동
4230,모델다방,전북 군산시 번영로 129,조촌동
4231,골프바다회,전북 군산시 옥구읍 어은동로 313,옥구읍
4232,삼흥식당,전북 군산시 삼학8길 44,삼학동
4233,어담,전북 군산시 지곡로 35,수송동
4234,국선생냉면,전북 군산시 신평길 18,수송동
4235,마미분식왕만두찐빵,전북 군산시 미원로 120,흥남동
4236,이도분식,전북 군산시 칠성4길 28,나운3동
4237,민선초가24시가마솥설렁탕,전북 군산시 칠성로 160,미성동
4238,일박이일,전북 군산시 비응남로 3,소룡동
4239,고향횟집,전북 군산시 옥서면 난산2길 6-1,옥서면
4240,현대야식,전북 군산시 서당길 16,구암동
4241,한빛회마당,전북 군산시 옥도면 야미도4길 44,옥도면
4242,장터국수,전북 군산시 대학로 69,월명동
4243,초원숯불갈비,전북 군산시 동검다메길 33,조촌동
4244,만나분식,전북 군산시 한밭1길 43,나운3동
4245,보쌈포세이돈,전북 군산시 수송남로 12,수송동
4246,신바람난찐빵손만두군산점,전북 군산시 월명로 421-9,월명동
4247,본때,전북 군산시 가도로 186,소룡동
4248,은파뮤직포유,전북 군산시 은파순환길 76,나운3동
4249,마마레스토랑,전북 군산시 임사길 37-1,미성동
4250,백년회관,전북 군산시 대명길 16,흥남동
4251,이창명의짜장면시키신분미룡점,전북 군산시 미제길 34,나운3동
4252,은파종점매운탕,전북 군산시 상지곡안3길 25,수송동
4253,회천국8500원,전북 군산시 공단대로 439,나운3동
4254,풀하우스,전북 군산시 임사길 66,미성동
4255,커피전문점만남,전북 군산시 법원로 69,조촌동
4256,치킨분식마을,전북 군산시 미원로 39-1,삼학동
4257,뻥코생곱창구이,전북 군산시 기와골안길 37,삼학동
4258,꼭지매운탕,전북 군산시 한밭로 120-13,나운3동
4259,발렌타인피자,전북 군산시 동령길 16,월명동
4260,소문난식당,전북 군산시 임피면 동군산로 718-1,임피면
4261,은파다방,전북 군산시 은파순환길 84,나운3동
4262,로띠번군산휴게소목포방면,전북 군산시 성산면 서해안고속도로 141,성산면
4263,프로포즈,전북 군산시 부곡1길 39,나운3동
4264,시골양념통닭,전북 군산시 중앙로 212,해신동
4265,일송일식꽃게,전북 군산시 부곡1길 75,나운3동
4266,와라수산횟집,전북 군산시 비응남로 111,소룡동
4267,허당원이네,전북 군산시 대학로 384,나운3동
4268,은파세꼬시,전북 군산시 소룡길 72,소룡동
4269,왕산중화요리,전북 군산시 대학로 209,신풍동
4270,하니식당,전북 군산시 하나운로 20,나운3동
4271,감자탕나라양푼왕갈비,전북 군산시 부곡4길 4,나운3동
4272,대명관,전북 군산시 팔마로 136,흥남동
4273,샘물식당,전북 군산시 번영로 115,조촌동
4274,통닭호프좋은걸어떡해,전북 군산시 구암3.1로 222,구암동
4275,파라오,전북 군산시 구영7길 24,월명동
4276,음식나라백반,전북 군산시 축동안길 37,수송동
4277,모정김치찌개,전북 군산시 조촌4길 34-4,조촌동
4278,궁전다방,전북 군산시 대학로 136,신풍동
4279,불돈구이돈군산경암점군산경암점,전북 군산시 진포로 212,경암동
4280,만선횟집,전북 군산시 거석길 3,월명동
4281,맛고을,전북 군산시 설림3길 27,소룡동
4282,다사랑치킨,전북 군산시 수송로 42,나운2동
4283,세운성중화요리,전북 군산시 동리2길 17-1,삼학동
4284,서해아구,전북 군산시 조촌안2길 22-3,조촌동
4285,남산정육식당,전북 군산시 흥남2길 60,흥남동
4286,옥산차식당,전북 군산시 구시장로 83,중앙동
4287,맥칸양념통닭,전북 군산시 의료원로 137,나운3동
4288,일해옥콩나물국밥,전북 군산시 구영7길 19,월명동
4289,물레,전북 군산시 임사길 71,미성동
4290,장충동왕족발보쌈,전북 군산시 상지곡안4길 27,수송동
4291,평화반점,전북 군산시 지곡로 30,수송동
4292,돈수레호프,전북 군산시 축동로 195,삼학동
4293,은혜분식,전북 군산시 미원로 30,삼학동
4294,고창풍천장어,전북 군산시 칠성2길 43,미성동
4295,원조감자탕,전북 군산시 옥서면 옥구저수지로 210,옥서면
4296,가나안식당,전북 군산시 번영로 24,조촌동
4297,박가부대,전북 군산시 월명로 237,수송동
4298,모딤초밥우동전문,전북 군산시 미원로 23,삼학동
4299,무등회관,전북 군산시 조촌로 82,조촌동
4300,군산횟집,전북 군산시 옥도면 야미도3길 27-8,옥도면
4301,꽃비커피한방차,전북 군산시 법원로 65,조촌동
4302,어화횟집,전북 군산시 비응로 20,소룡동
4303,체이보이레스토랑,전북 군산시 임사길 37-1,미성동
4304,명승지숯불갈비,전북 군산시 상지곡안4길 7-3,수송동
4305,퀘스천호프,전북 군산시 나운로 46,나운1동
4306,청솔가든횟집,전북 군산시 옥도면 야미도1길 2,옥도면
4307,어촌회마을,전북 군산시 상지곡1길 49,수송동
4308,입분이순대집,전북 군산시 백릉안5길 23-1,조촌동
4309,새천년횟집,전북 군산시 하나운로 122,나운2동
4310,약수터가든,전북 군산시 잠두2길 25,구암동
4311,별법동태탕,전북 군산시 비응안5길 27,소룡동
4312,청솔식당,전북 군산시 중앙로 19,흥남동
4313,민들레다방,전북 군산시 번영로 99,조촌동
4314,이바돔뼈감자탕나운점,전북 군산시 공단대로 417,나운3동
4315,대명생고기,전북 군산시 가도로 169,소룡동
4316,야미도바다회낚시,전북 군산시 옥도면 야미도4길 56,옥도면
4317,고바우분식,전북 군산시 나운3길 9,나운2동
4318,불타는곱창,전북 군산시 번영로 188-22,조촌동
4319,마르첼로,전북 군산시 동령길 17,월명동
4320,새참식당,전북 군산시 공항로 40,소룡동
4321,청하순대,전북 군산시 진포로 185,조촌동
4322,아이비,전북 군산시 구영7길 105-2,월명동
4323,전통할매보쌈,전북 군산시 구영7길 68,월명동
4324,멕시칸치킨,전북 군산시 부골2길 50,조촌동
4325,맛고을,전북 군산시 백릉로 7,조촌동
4326,민지네회,전북 군산시 축동로 121,신풍동
4327,경산옥아구찜복탕찜전문,전북 군산시 조촌2길 9,조촌동
4328,아나칡냉면전문점,전북 군산시 하신3길 34-4,나운1동
4329,한우전문점명가,전북 군산시 조촌안2길 25,조촌동
4330,불타는목살마당,전북 군산시 현충로 96,나운3동
4331,활어선세꼬시,전북 군산시 남수송1길 7-3,수송동
4332,보라매회집,전북 군산시 구영3길 11,월명동
4333,신드롭치킨나운1호점,전북 군산시 대학로 367,나운3동
4334,고려정,전북 군산시 소룡1길 18,소룡동
4335,화순식당,전북 군산시 팔마안길 71,흥남동
4336,고가네해장국콩나물국밥,전북 군산시 삼화길 66-5,흥남동
4337,BBQ치킨,전북 군산시 의료원로 136,나운3동
4338,피자헛군산나운점,전북 군산시 백토로 202,나운2동
4339,해동반점,전북 군산시 나운로 46,나운1동
4340,홍집,전북 군산시 동신영길 47-3,중앙동
4341,바다세계횟집,전북 군산시 신지길 64,수송동
4342,샤모니,전북 군산시 구영7길 134-2,월명동
4343,천향숯불갈비,전북 군산시 경포천동길 14-1,경암동
4344,파도식당,전북 군산시 도선길 9,해신동
4345,원산냉면칼국수,전북 군산시 구암3.1로 56,경암동
4346,맥칸치킨,전북 군산시 칠성로 193,소룡동
4347,제일식당,전북 군산시 공단대로 578,소룡동
4348,해송횟집,전북 군산시 서수송1길 12-5,나운2동
4349,천방산삽겹살,전북 군산시 칠성로 202,소룡동
4350,대성야식,전북 군산시 서흥안2길 41,신풍동
4351,만나회관,전북 군산시 하나운3길 16,나운1동
4352,배부른생오리랑흑돼지한마리,전북 군산시 공단대로 396,나운2동
4353,아우라지,전북 군산시 공항로 376,미성동
4354,돈잔치소머리국밥,전북 군산시 칠성4길 185,소룡동
4355,어부들광장회타운,전북 군산시 비응로 71,소룡동
4356,우리동네,전북 군산시 동팔마길 1,흥남동
4357,뚜와식당,전북 군산시 임사길 70,미성동
4358,배스킨라빈스31,전북 군산시 하나운로 63,나운2동
4359,하와이피자,전북 군산시 동메1길 29-2,수송동
4360,손맛분식칡냉면,전북 군산시 양안로 46,조촌동
4361,정문감자탕,전북 군산시 옥서면 신장원길 15,옥서면
4362,제일반점,전북 군산시 백릉안5길 13,조촌동
4363,호박넝쿨숯불갈비,전북 군산시 해망로 137,중앙동
4364,군산감자탕,전북 군산시 동아로 146-4,미성동
4365,진나루군산대점,전북 군산시 미제길 34,나운3동
4366,거두농장닭집,전북 군산시 대야면 만경로 1936,대야면
4367,페리카나,전북 군산시 백릉로 56,조촌동
4368,만월우돈가,전북 군산시 장재길 6,흥남동
4369,록스휴게실,전북 군산시 백토로 80,신풍동
4370,꺼먹도야지촌산오리탕,전북 군산시 풍문안2길 8,흥남동
4371,서울분식,전북 군산시 대학로 178-1,신풍동
4372,꼬꼬호프,전북 군산시 미원로 27,삼학동
4373,김삿갓,전북 군산시 구영7길 70,월명동
4374,나폴리피자,전북 군산시 나운로 84,나운1동
4375,시민식당,전북 군산시 풍문안2길 8,흥남동
4376,맘스터치치킨미장경장점,전북 군산시 백릉로 9,조촌동
4377,압구정만두,전북 군산시 백토로 233,수송동
4378,일식전문점아오미,전북 군산시 조촌5길 74-6,조촌동
4379,서해횟집,전북 군산시 내항2길 157,해신동
4380,맥시칸양념통닭,전북 군산시 공항로 42-1,소룡동
4381,서호하림치킨호프,전북 군산시 의료원로 188,나운3동
4382,전주식당,전북 군산시 내항2길 301,해신동
4383,신포우리만두,전북 군산시 미제1길 12,나운3동
4384,우리메돈까스,전북 군산시 해망로 206,월명동
4385,대원각,전북 군산시 옥서면 신장원길 23-1,옥서면
4386,석산민물매운탕,전북 군산시 거사길 27-4,미성동
4387,화영식당,전북 군산시 삼학2길 26,삼학동
4388,고향갈비,전북 군산시 옥서면 송촌2길 1-3,옥서면
4389,민물장어나라,전북 군산시 조촌안4길 26,조촌동
4390,꿈의궁전,전북 군산시 부곡4길 18-1,나운3동
4391,워싱턴패밀리레스토랑,전북 군산시 나운로 4,신풍동
4392,서해식당,전북 군산시 번영로 134-3,조촌동
4393,페리카나치킨소룡점,전북 군산시 동아로 163,소룡동
4394,멕시칸치킨,전북 군산시 서당길 20,구암동
4395,저수지매운탕,전북 군산시 임피면 축성로 102-14,임피면
4396,맛그랑후라이드양념치킨경암점,전북 군산시 경암3길 54,경암동
4397,일등숯불장어구이,전북 군산시 미성로 509,나운3동
4398,꼭지호프집,전북 군산시 부곡1길 39-6,나운3동
4399,멕시카나치킨,전북 군산시 해망로 606,소룡동
4400,멕시칸치킨,전북 군산시 기와골안길 5,삼학동
4401,엔돌핀휴게실,전북 군산시 서흥2길 47,흥남동
4402,황제왕족발보쌈,전북 군산시 신설1길 19,나운1동
4403,파워한우곰탕,전북 군산시 황룡로 16,나운3동
4404,공룡알만두분식,전북 군산시 미룡로 32,나운3동
4405,하나로호프,전북 군산시 나운안2길 1,나운2동
4406,소문난집,전북 군산시 회현면 회현로 182,회현면
4407,평화식당,전북 군산시 조촌5길 67,조촌동
4408,대야식품공사,전북 군산시 대야면 대야시장로 8,대야면
4409,빵사랑마을,전북 군산시 풍전6길 15,소룡동
4410,길손다방,전북 군산시 회현면 회현로 190,회현면
4411,마시내탕수육,전북 군산시 조촌안1길 30,조촌동
4412,곱창동서은,전북 군산시 하신안길 40,나운1동
4413,목살집,전북 군산시 풍전6길 15,소룡동
4414,고은호프,전북 군산시 임피면 임피성내길 1,임피면
4415,장터소머리곰탕,전북 군산시 공항로 603,미성동
4416,우리만두군산대점,전북 군산시 황룡로 7,나운3동
4417,멕시칸치킨,전북 군산시 옥서면 옥봉들3길 1,옥서면
4418,변사또꼬치구이전문점,전북 군산시 축동로 10,수송동
4419,우리집,전북 군산시 조촌1길 10,조촌동
4420,우리순대,전북 군산시 대야면 백마길 19,대야면
4421,컨츄리호프,전북 군산시 산북로 40,미성동
4422,은하수산,전북 군산시 비응남로 71,소룡동
4423,로즈,전북 군산시 팔마로 77,흥남동
4424,꼬꼬통닭,전북 군산시 해망로 17-9,흥남동
4425,토방,전북 군산시 대학로 384,나운3동
4426,십칠번가,전북 군산시 축동안길 40,수송동
4427,비욜라커피,전북 군산시 상나운3길 29-1,나운1동
4428,여우다방,전북 군산시 팔마로 110,흥남동
4429,이레중화요리,전북 군산시 조촌4길 33-4,조촌동
4430,치킨왠호프,전북 군산시 월명로 343,흥남동
4431,장수분식,전북 군산시 경암2길 23,경암동
4432,오뚜기식당,전북 군산시 구영3길 25,월명동
4433,일마레,전북 군산시 산북로 218,소룡동
4434,일미회관,전북 군산시 대명길 16,흥남동
4435,산호실비횟집,전북 군산시 문화2길 26,신풍동
4436,풍미생고기,전북 군산시 구영7길 66-2,월명동
4437,코리아회관,전북 군산시 부원로 19,나운3동
4438,김밥촌,전북 군산시 대학로 198,신풍동
4439,삼백집콩나물국밥,전북 군산시 수송안7길 39,수송동
4440,친구야친구호프,전북 군산시 의료원로 137,나운3동
4441,달무리곱창,전북 군산시 동아로 163,소룡동
4442,팔복식당,전북 군산시 팔마로 54,신풍동
4443,라일구냉면,전북 군산시 구영7길 133-8,월명동
4444,아토즈피자,전북 군산시 대학로 105,삼학동
4445,피자짱치킨짱,전북 군산시 부골2길 47-3,조촌동
4446,손맛칼국수,전북 군산시 대야면 우덕2길 15,대야면
4447,우리만중화요리,전북 군산시 서수면 동군산로 861,서수면
4448,금강호식당,전북 군산시 강변로 386,구암동
4449,광명회센터,전북 군산시 삼학2길 23,삼학동
4450,초가집,전북 군산시 상지곡안4길 29-1,수송동
4451,해연한정식,전북 군산시 조촌1길 10,조촌동
4452,사모정,전북 군산시 조촌안4길 20,조촌동
4453,데니스피자대야점,전북 군산시 대야면 대야관통로 74,대야면
4454,신수산도소매,전북 군산시 자유무역로 140,소룡동
4455,이조백반,전북 군산시 해망로 19-1,흥남동
4456,다사랑치킨,전북 군산시 양안로 143,조촌동
4457,고향순대,전북 군산시 대야면 대야관통로 58,대야면
4458,태양다방,전북 군산시 팔마로 35-2,신풍동
4459,깔끄미분식,전북 군산시 번영로 188-22,조촌동
4460,유유커피,전북 군산시 미룡로 73,나운3동
4461,미락도시락전문점,전북 군산시 칠성4길 109,미성동
4462,비응항궁전회타운,전북 군산시 수송로 216,수송동
4463,피자푸우,전북 군산시 대학로 316,나운1동
4464,대원회관,전북 군산시 대명길 16,흥남동
4465,두산닭갈비,전북 군산시 기와골안길 37,삼학동
4466,빵굽는아빠,전북 군산시 현충로 33,나운3동
4467,현대분식,전북 군산시 현충로 34,나운3동
4468,산골숯불갈비,전북 군산시 하나운안1길 33,나운1동
4469,솔나무집,전북 군산시 옥구읍 상평로 36,옥구읍
4470,금호다방,전북 군산시 법원로 81,조촌동
4471,영신옥,전북 군산시 조촌안3길 19,조촌동
4472,불꽃식당,전북 군산시 조촌안4길 24-1,조촌동
4473,라이프스토리,전북 군산시 동령길 16,월명동
4474,모임회관,전북 군산시 구영5길 68,월명동
4475,일미정,전북 군산시 설림안4길 6,소룡동
4476,우연반점,전북 군산시 미제길 22,나운3동
4477,맥도날드,전북 군산시 구암3.1로 137,경암동
4478,파란풍차,전북 군산시 문화로 36,나운2동
4479,루카,전북 군산시 동령길 33-4,월명동
4480,서해수산,전북 군산시 옥도면 야미도2길 58,옥도면
4481,이데아소주호프,전북 군산시 미원로 30,삼학동
4482,민초다방,전북 군산시 대학로 384,나운3동
4483,어청도횟집,전북 군산시 신평안길 16-4,수송동
4484,연다라다방,전북 군산시 조촌5길 74-6,조촌동
4485,은하수분식,전북 군산시 문화안길 52,신풍동
4486,나루터식당,전북 군산시 미원로 10,신풍동
4487,바다수산회센터,전북 군산시 대학로 230,나운1동
4488,동그라미호프,전북 군산시 하나운로 122,나운2동
4489,힐링수제돈까스,전북 군산시 동검다메길 29,조촌동
4490,타운스넥,전북 군산시 임사길 66,미성동
4491,청춘라면군산대점,전북 군산시 미제2길 26,나운3동
4492,금강반점,전북 군산시 백릉로 222,조촌동
4493,해봄회가,전북 군산시 옥구읍 어은동로 315,옥구읍
4494,동아횟집,전북 군산시 동아로 163,소룡동
4495,벽란도일식,전북 군산시 부곡5길 6-1,나운3동
4496,영화동뽀빠이감자탕,전북 군산시 동아로 163,소룡동
4497,두리반점,전북 군산시 부곡1길 39-4,나운3동
4498,간이식당,전북 군산시 해망로 187,월명동
4499,회광어1마리9900원,전북 군산시 공단대로 387,나운3동
4500,원조감자탕,전북 군산시 부곡5길 6-1,나운3동
4501,문화관,전북 군산시 팔마로 58,신풍동
4502,서수정육식당,전북 군산시 서수면 항쟁로 223,서수면
4503,사보리베이커리하우스,전북 군산시 옥산면 염의서원길 44-3,옥산면
4504,비너스가요주점,전북 군산시 부곡3길 11,나운3동
4505,베사메무쵸,전북 군산시 부곡1길 45,나운3동
4506,영창튀김,전북 군산시 의료원로 147,나운3동
4507,버들골,전북 군산시 지곡로 10,수송동
4508,하제회끝집,전북 군산시 옥서면 난산길 25,옥서면
4509,동원횟집,전북 군산시 칠성로 199,소룡동
4510,밀타운,전북 군산시 대학로 207,신풍동
4511,청나라,전북 군산시 진포로 139,조촌동
4512,풍년수산,전북 군산시 옥도면 야미도4길 20,옥도면
4513,소솜방보리밥,전북 군산시 칠성5길 139,미성동
4514,카페빙수야나운점,전북 군산시 나운1길 36,나운2동
4515,대야닭집,전북 군산시 대야면 대야시장로 9,대야면
4516,변사또꼬치구이전문점,전북 군산시 미룡로 45,나운3동
4517,커피타임,전북 군산시 검다메1길 35-1,조촌동
4518,조은다방,전북 군산시 내항2길 305,해신동
4519,현풍회화나무가든,전북 군산시 대야면 동오산길 40,대야면
4520,큰길식당,전북 군산시 조촌로 89,조촌동
4521,석수횟집,전북 군산시 옥도면 야미도4길 80,옥도면
4522,베이커리과자점,전북 군산시 나운로 40,나운1동
4523,불타는양푼갈비,전북 군산시 동수송9길 15,수송동
4524,비바체커피숍,전북 군산시 조촌4길 28,조촌동
4525,흥부네,전북 군산시 구영6길 134-1,월명동
4526,돈부락군산대점,전북 군산시 미제길 8,나운3동
4527,언덕배기,전북 군산시 상지곡안4길 55,수송동
4528,통나무집,전북 군산시 임사길 71,미성동
4529,다보석,전북 군산시 번영로 12,조촌동
4530,또래분식,전북 군산시 하나운로 65,나운2동
4531,녹원식당,전북 군산시 문화3길 21,신풍동
4532,비응수산,전북 군산시 자유무역로 140,소룡동
4533,별미백반삼겹살,전북 군산시 미제길 22,나운3동
4534,선현대솥뚜껑,전북 군산시 문화로 51,수송동
4535,해성식당정육점,전북 군산시 공항로 412,미성동
4536,맛있는곱창,전북 군산시 경암2길 26,경암동
4537,그린식당,전북 군산시 외항로 215,미성동
4538,군산음식타운,전북 군산시 번영로 372,개정동
4539,빵굽는고을,전북 군산시 백토로 116,나운2동
4540,이조영양돌솥밥,전북 군산시 지곡로 32,수송동
4541,참맛나순대국,전북 군산시 산북로 216,소룡동
4542,친구랑함께투,전북 군산시 칠성4길 185,소룡동
4543,천금성정통중화요리,전북 군산시 조촌4길 25,조촌동
4544,우리한우식당,전북 군산시 미장길 97-2,조촌동
4545,고향집,전북 군산시 소룡길 76,소룡동
4546,떴다휴게실,전북 군산시 대학로 203,신풍동
4547,김밥닷컴,전북 군산시 미제길 35,나운3동
4548,카페모담,전북 군산시 수송7길 8,수송동
4549,다오휴게실,전북 군산시 월명로 326,흥남동
4550,에벤에셀,전북 군산시 조촌안1길 22,조촌동
4551,유람선회센터,전북 군산시 비응로 18,소룡동
4552,섬바지락칼국수,전북 군산시 부곡1길 39-10,나운3동
4553,고기먹는날,전북 군산시 신평1길 9-6,수송동
4554,투다리,전북 군산시 의료원로 137,나운3동
4555,신촌연탄갈비,전북 군산시 구영6길 107,월명동
4556,FRUITSPOP호원대점,전북 군산시 임피면 호원대3길 51,임피면
4557,고봉민김밥인,전북 군산시 미장남로 10,수송동
4558,꼭지식당,전북 군산시 해망로 277,해신동
4559,고향식당,전북 군산시 동팔마길 28,흥남동
4560,분식마을,전북 군산시 대학로 184,신풍동
4561,감자탕묵은지,전북 군산시 상지곡안4길 42,수송동
4562,하제고향횟집,전북 군산시 옥구읍 옥구로 248,옥구읍
4563,일등순대,전북 군산시 서흥안길 19,신풍동
4564,아쿠아이름대조,전북 군산시 대학로 119-1,삼학동
4565,호프랜드,전북 군산시 임사길 66,미성동
4566,대우생삼겹,전북 군산시 미원로 23,삼학동
4567,김대감안동찜닭,전북 군산시 미제2길 29,나운3동
4568,장미가든,전북 군산시 장미2길 23,월명동
4569,음식나라백반전문,전북 군산시 월명로 333,흥남동
4570,무진장식당,전북 군산시 동아로 163,소룡동
4571,마당놀이,전북 군산시 구영신창길 21,월명동
4572,서해식당,전북 군산시 기와골3길 10-4,삼학동
4573,본토돈까스,전북 군산시 동령길 15,월명동
4574,만수족발보쌈,전북 군산시 한밭1길 43,나운3동
4575,군산지구실뱀장어안강망협의회,전북 군산시 내항1길 15,월명동
4576,물광수산,전북 군산시 공단대로 641,미성동
4577,청예우법인,전북 군산시 대야면 대야관통로 90,대야면
4578,더드림,전북 군산시 대학로 558,나운3동
4579,맥킴EMART,전북 군산시 구암3.1로 137,경암동
4580,명품수산,전북 군산시 내항2길 312,해신동
4581,아워홈,전북 군산시 임피면 호원대3길 64,임피면
4582,참좋은사람들,전북 군산시 월명로 216,수송동
4583,24시휴게식당,전북 군산시 나포면 십자들로 645,나포면
4584,15번수산,전북 군산시 해망로 398,해신동
