id,legalName,RoadNameAddress,AdministrativeNeighborhood
4585,한일알이에스롯데리아수송,전북 군산시 서수송1길 2,나운2동
4586,39고흥영남수산,전북 군산시 내항2길 216,해신동
4587,7번가,전북 군산시 구영6길 126,월명동
4588,비씨팔백,전북 군산시 대학로 250,나운1동
4589,BHC치킨,전북 군산시 번영로 105,조촌동
4590,59수산,전북 군산시 내항2길 216,해신동
4591,59피자,전북 군산시 경포천로 34,수송동
4592,가나안회마루,전북 군산시 비응남로 111,소룡동
4593,WEBHOP,전북 군산시 하나운1길 30-2,나운1동
4594,가마솥순대,전북 군산시 수송7길 23,수송동
4595,가정팥칼국수,전북 군산시 나운5길 40,나운2동
4596,가본집,전북 군산시 나운안길 8,나운2동
4597,간이역,전북 군산시 구암3.1로 152,경암동
4598,강강수월래,전북 군산시 번영로 372,개정동
4599,강천왕족발순대,전북 군산시 공항로 38,소룡동
4600,개야도수산,전북 군산시 해망로 146-71,중앙동
4601,거시기수산,전북 군산시 비응남로 111,소룡동
4602,겐스빌치킨,전북 군산시 하나운로 45,나운2동
4603,경북궁,전북 군산시 옥산면 월명로 83,옥산면
4604,경성상회,전북 군산시 구암3.1로 218-1,구암동
4605,고기오춘천닭갈비,전북 군산시 하나운로 23,나운3동
4606,경원아나고,전북 군산시 싸전길 22,중앙동
4607,고군산활아나고,전북 군산시 나운안1길 32-5,나운2동
4608,고향맛집,전북 군산시 신금길 18,중앙동
4609,골목떡집,전북 군산시 대명3길 37-1,흥남동
4610,고후쿠키친,전북 군산시 수송로 131,나운2동
4611,골드하우스,전북 군산시 비응로 76,소룡동
4612,곰돌이야식,전북 군산시 부곡3길 11,나운3동
4613,곱창과저팔계,전북 군산시 하신1길 14,나운1동
4614,곱창주세요,전북 군산시 하신안길 40,나운1동
4615,곱창생각,전북 군산시 하나운안1길 16,나운1동
4616,공단국밥,전북 군산시 상지곡안2길 15,수송동
4617,광주회집,전북 군산시 내항2길 216,해신동
4618,교촌치킨,전북 군산시 수송로 49,나운2동
4619,교촌치킨,전북 군산시 수송동로 100,수송동
4620,국가대표통닭,전북 군산시 공단대로 54,조촌동
4621,군산떡집,전북 군산시 대명3길 38-10,흥남동
4622,군산해장국,전북 군산시 구영7길 21,월명동
4623,군산홍어,전북 군산시 상지곡2길 2,수송동
4624,국수미는남자,전북 군산시 명산길 16,월명동
4625,군산감자탕,전북 군산시 풍전6길 16,소룡동
4626,군산수타원,전북 군산시 조촌2길 96,조촌동
4627,국선생냉면,전북 군산시 신평1길 19,수송동
4628,궁전꽃게장영어조합법임,전북 군산시 옥산면 회현로 19,옥산면
4629,궁중왕족발,전북 군산시 황룡2길 22,나운3동
4630,그랜드녹두팥칼국수,전북 군산시 개복길 14,월명동
4631,금강해물마당,전북 군산시 소룡2길 52-1,소룡동
4632,금강산아나고,전북 군산시 구암3.1로 207,구암동
4633,금조개은조개,전북 군산시 신풍길 5,신풍동
4634,금마차,전북 군산시 경포천로 34,수송동
4635,금룡,전북 군산시 신설1길 50,나운1동
4636,기쁨식당,전북 군산시 번영로 153,조촌동
4637,기린야식,전북 군산시 공항로 72,소룡동
4638,김밥천국,전북 군산시 외항1길 264,소룡동
4639,김밥명인,전북 군산시 도선길 9,해신동
4640,김밥천국,전북 군산시 하신재길 8-10,나운1동
4641,김밥천국,전북 군산시 대학로 245,나운1동
4642,김밥천국,전북 군산시 대학로 243,나운1동
4643,김제순대,전북 군산시 오룡로 17,삼학동
4644,김밥천국,전북 군산시 상신7길 15,나운1동
4645,김씨네칼국수,전북 군산시 시청로 18,조촌동
4646,까투리,전북 군산시 칠성로 190,소룡동
4647,까투리서호대박점,전북 군산시 의료원로 180,나운3동
4648,깨동치킨,전북 군산시 대학로 245,나운1동
4649,깐치멀추억의맛집,전북 군산시 성산면 깐치멀1길 27,성산면
4650,꿀굴구이,전북 군산시 하신재길 23-3,나운1동
4651,꿀꿀이곱창,전북 군산시 축동로 195,삼학동
4652,꽃처럼한철만마음을전할껀가요,전북 군산시 중정길 59,월명동
4653,꼬치야,전북 군산시 소룡길 53,소룡동
4654,나무파는카페커피놀이,전북 군산시 서래로 61,경암동
4655,끝집,전북 군산시 옥서면 난산2길 6-1,옥서면
4656,나리생곱창구이전문점,전북 군산시 신설3길 11,나운1동
4657,나리분식,전북 군산시 설림3길 6,소룡동
4658,나포수산,전북 군산시 서흥길 35,흥남동
4659,나주가마솥곰탕,전북 군산시 중앙로 124,중앙동
4660,나운청정수산,전북 군산시 하나운안1길 51,나운1동
4661,나운순대국전문,전북 군산시 나운3길 9,나운2동
4662,난초만남,전북 군산시 경암4길 7,경암동
4663,남양식당,전북 군산시 가도로 147,소룡동
4664,놀부보쌈과순두부,전북 군산시 대학로 245,나운1동
4665,놀러와,전북 군산시 하신1길 8,나운1동
4666,놀부네집,전북 군산시 구영5길 117-3,월명동
4667,눈맞은짝태앤노가리,전북 군산시 서수송안2길 9,나운2동
4668,다다회집,전북 군산시 요죽3길 15,소룡동
4669,다락방,전북 군산시 풍전2길 22,소룡동
4670,다래함흥냉면전문점,전북 군산시 번영로 121,조촌동
4671,다다치킨,전북 군산시 의료원로 180,나운3동
4672,다우리감자탕,전북 군산시 동메1길 12-4,수송동
4673,다줄께,전북 군산시 미원로 91-1,흥남동
4674,대가감자탕,전북 군산시 칠성로 47,나운3동
4675,대관령,전북 군산시 중앙로 212,해신동
4676,담양떡갈비,전북 군산시 하신1길 17,나운1동
4677,달봉이,전북 군산시 소룡길 22,소룡동
4678,대만원,전북 군산시 팔마로 160,흥남동
4679,대방촌,전북 군산시 신설3길 6-10,나운1동
4680,대복식당,전북 군산시 소룡안2길 33,소룡동
4681,대장금떡집,전북 군산시 축동안길 67,수송동
4682,대왕수산,전북 군산시 해망로 398,해신동
4683,대전수산,전북 군산시 내항2길 216,해신동
4684,대치동군산회집,전북 군산시 옥도면 야미도3길 27-8,옥도면
4685,대중이네,전북 군산시 하신2길 12-3,나운1동
4686,대한식당,전북 군산시 부원로 19,나운3동
4687,독도수산,전북 군산시 비응남로 111,소룡동
4688,도쿄,전북 군산시 구영5길 110,월명동
4689,돈마네,전북 군산시 장미1길 22-5,월명동
4690,동보성,전북 군산시 문화로 33,신풍동
4691,동경회집,전북 군산시 거석길 10,월명동
4692,동성수산,전북 군산시 옥도면 어청도길 77-2,옥도면
4693,동은수산,전북 군산시 옥도면 선유남1길 6-1,옥도면
4694,돼지와오리잡는날,전북 군산시 하신1길 19-5,나운1동
4695,돼지코,전북 군산시 나운로 99,나운2동
4696,둘레길,전북 군산시 삼학2길 48,삼학동
4697,둘리식당,전북 군산시 옥도면 야미도4길 46-4,옥도면
4698,들물,전북 군산시 백토로 5,신풍동
4699,둘리수산,전북 군산시 옥도면 야미도4길 38-8,옥도면
4700,디디치킨,전북 군산시 황룡로 71-4,나운3동
4701,또또생곱창,전북 군산시 하나운안2길 15-4,나운1동
4702,뚱보보쌈백반,전북 군산시 대학로 245,나운1동
4703,떡사랑전문점,전북 군산시 동아로 163,소룡동
4704,라스페라,전북 군산시 개정면 번영로 463-1,개정면
4705,러브베이커리,전북 군산시 대학로 388,나운3동
4706,로객정,전북 군산시 풍문2길 7,흥남동
4707,로또수산,전북 군산시 비응남로 111,소룡동
4708,렉시,전북 군산시 동아로 146-3,미성동
4709,로만슨치킨,전북 군산시 월명로 213,수송동
4710,마초,전북 군산시 옥도면 선유북길 93,옥도면
4711,막내식당,전북 군산시 경암3길 16,경암동
4712,먹쇠족발,전북 군산시 하신1길 11,나운1동
4713,만물식당,전북 군산시 백릉로 63,경암동
4714,만득이곱창구이,전북 군산시 중정길 65-16,월명동
4715,맛나식당,전북 군산시 미원로 109,흥남동
4716,망월수산,전북 군산시 내항2길 216,해신동
4717,만득매운탕전문,전북 군산시 동장산로 54,미성동
4718,맛가,전북 군산시 대학로 7-6,월명동
4719,만선수산,전북 군산시 비응동로 40,소룡동
4720,만나분식,전북 군산시 대야면 번영로 910,대야면
4721,맥주통생맥주,전북 군산시 아리랑로 10-4,월명동
4722,만수수산,전북 군산시 경암1길 66-8,경암동
4723,멕시칸양념통닭,전북 군산시 산북로 172,미성동
4724,멕시칸양념통닭,전북 군산시 경촌1길 56,경암동
4725,명태마을,전북 군산시 월명로 326,흥남동
4726,멕시카나치킨오식도점,전북 군산시 가도로 217,소룡동
4727,명태찜나라,전북 군산시 대야면 번영로 897,대야면
4728,명산칼국수,전북 군산시 오룡로 57-2,월명동
4729,명산동바다장어,전북 군산시 거석길 12,월명동
4730,명동소바콩나물국밥,전북 군산시 평화길 122,월명동
4731,멕시카나치킨,전북 군산시 경포천로 34,수송동
4732,무청해장국,전북 군산시 칠성7길 98,소룡동
4733,문화관,전북 군산시 서흥안길 11,신풍동
4734,목과치킨숲,전북 군산시 외항로 325,미성동
4735,못말리는파닭,전북 군산시 소룡안3길 29,소룡동
4736,못난이투,전북 군산시 상지곡3길 50,수송동
4737,모임식당,전북 군산시 칠성안1길 15,미성동
4738,문서방낙지한마당,전북 군산시 새만금북로 297,소룡동
4739,미소식당,전북 군산시 산북로 172,미성동
4740,미성수산,전북 군산시 미원1길 8,흥남동
4741,미룡수산,전북 군산시 비응남로 111,소룡동
4742,미애마차,전북 군산시 소룡안3길 34,소룡동
4743,미미치맥,전북 군산시 신풍길 7,신풍동
4744,민지네식당,전북 군산시 수송동로 59,수송동
4745,밀타운,전북 군산시 문화1길 17,신풍동
4746,바삭분식,전북 군산시 양안로 120,조촌동
4747,밀면마니아,전북 군산시 요죽4길 46-6,소룡동
4748,바다수산,전북 군산시 비응동로 40,소룡동
4749,바다촌,전북 군산시 소룡1길 53,소룡동
4750,바이킹,전북 군산시 나운5길 44,나운2동
4751,방축도회수산,전북 군산시 내항2길 216,해신동
4752,발렌타인,전북 군산시 동령길 16,월명동
4753,백두게수산,전북 군산시 비응로 36,소룡동
4754,배터지는유황돈까스,전북 군산시 신평안길 64,수송동
4755,메리디움,전북 군산시 풍문2길 5,흥남동
4756,보물섬,전북 군산시 조촌2길 47,조촌동
4757,베어킹,전북 군산시 미원로 33-1,삼학동
4758,별수산,전북 군산시 회현면 구율1길 69,회현면
4759,복나라식당,전북 군산시 진포로 199,경암동
4760,보신정,전북 군산시 칠성안5길 15,나운3동
4761,베네치아,전북 군산시 신지길 20,수송동
4762,부자수산,전북 군산시 내항2길 223,해신동
4763,부자수산,전북 군산시 조촌안5길 63,조촌동
4764,부산세꼬시,전북 군산시 하신2길 12-3,나운1동
4765,본도시락군산수송점,전북 군산시 옥산면 월명로 101,옥산면
4766,본때,전북 군산시 수송1길 25,수송동
4767,본죽,전북 군산시 번영로 7,조촌동
4768,불광동쭈꾸미,전북 군산시 남수송3길 41,수송동
4769,부메랑,전북 군산시 임사길 71,미성동
4770,본가옛날막창,전북 군산시 대학로 245,나운1동
4771,본죽&비빔밥,전북 군산시 황룡로 9,나운3동
4772,불새,전북 군산시 하신1길 25,나운1동
4773,붕이네막회,전북 군산시 동수송8길 3,수송동
4774,BBQ치킨,전북 군산시 미장남로 10,수송동
4775,BHC치킨수송롯데점,전북 군산시 축동안길 41,수송동
4776,삼부자네,전북 군산시 상지곡안2길 17-1,수송동
4777,사거리정육식당,전북 군산시 가도로 169,소룡동
4778,사계절칼국수,전북 군산시 경포천동길 26,경암동
4779,사계절,전북 군산시 부원로 8,나운3동
4780,뽀빠이감자탕,전북 군산시 구영6길 101,월명동
4781,빵굽는작은마을,전북 군산시 대학로 245,나운1동
4782,뿌로마조,전북 군산시 공항로 77,소룡동
4783,삼성수산,전북 군산시 해망로 279,해신동
4784,삼성웰스토리세대에너텍,전북 군산시 자유무역로 193,소룡동
4785,새만금중화요리,전북 군산시 가도로 13,소룡동
4786,삼육수산,전북 군산시 비응동로 40,소룡동
4787,서민순대,전북 군산시 법원로 98,조촌동
4788,서을떡집,전북 군산시 하나운안1길 45,나운1동
4789,서해아구,전북 군산시 동메1길 30-2,수송동
4790,서민옥,전북 군산시 법원로 98,조촌동
4791,서미순대,전북 군산시 소룡길 55,소룡동
4792,서일한방,전북 군산시 부곡1길 5,나운3동
4793,서해상사,전북 군산시 외항안길 265,소룡동
4794,서울주점,전북 군산시 구영7길 44,월명동
4795,서해수산,전북 군산시 내항2길 247,해신동
4796,참스큐,전북 군산시 구시장로 68,중앙동
4797,성덕식당,전북 군산시 비응6길 23,소룡동
4798,선미수산,전북 군산시 경암3길 18-25,경암동
4799,선창아구,전북 군산시 동신영길 85,중앙동
4800,세바퀴,전북 군산시 소룡2길 36,소룡동
4801,성환식당,전북 군산시 구영5길 140,월명동
4802,선유도활어회센터,전북 군산시 옥도면 선유북길 73,옥도면
4803,성진수산,전북 군산시 동신영길 36,중앙동
4804,성주식당,전북 군산시 효자길 29-1,삼학동
4805,선로수산,전북 군산시 신지길 66,수송동
4806,성원식당,전북 군산시 양안3길 2,조촌동
4807,선유민박식당,전북 군산시 옥도면 선유북길 115-12,옥도면
4808,세풍식당,전북 군산시 구암3.1로 220,구암동
4809,소라수산,전북 군산시 옥서면 난산길 51-6,옥서면
4810,셋터식당,전북 군산시 새터길 13,구암동
4811,솔라그라티아,전북 군산시 구영신창길 45,월명동
4812,손맛칼국수,전북 군산시 대야면 대덕길 1,대야면
4813,송가네삼겹살,전북 군산시 상지곡3길 52,수송동
